Dataset,Fold,Rep,Conf,Error
energyHeating,2,5,12,1.515095247964062
energyHeating,3,0,12,1.5340883195715207
energyHeating,3,1,12,1.75347471222232
energyHeating,3,2,12,1.3489946998265128
energyHeating,3,3,12,1.9316973461207296
energyHeating,3,4,12,2.307447713743726
energyHeating,3,5,12,1.386725208552831
energyHeating,4,0,12,1.385971244048846
energyHeating,4,1,12,1.2427106331611488
energyHeating,4,2,12,1.5846296737874372
energyHeating,4,3,12,1.402527056282482
energyHeating,4,4,12,1.9080405944586827
energyHeating,4,5,12,2.5932243501322563
geographical,0,0,1,59.16509803566098
geographical,0,1,1,59.23102239710922
geographical,0,2,1,53.32864508442887
geographical,0,3,1,59.07332736055258
geographical,0,4,1,59.25587585153852
